"workflowId","name","statecode","statuscode","ownerId","createdBy","modifiedBy","containsSendMail","containsTeams","risk"
"b7afa683-3143-f111-bec7-7c1e52062b6f","QFU Work Item Action Rollup - Phase 5","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"ac07bf1c-3d43-f111-bec7-7c1e52062b6f","QFU Queue Handoff - Workbench","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"2274d8ff-5343-f111-bec7-7c1e52062b6f","QFU Alert Dispatcher - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"978b8806-5443-f111-bec7-7c1e52062b6f","QFU Daily Staff Digest - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"a78b8806-5443-f111-bec7-7c1e52062b6f","QFU Manager Digest - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"9429d20c-5443-f111-bec7-7c1e52062b6f","QFU Escalation Processor - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"208f1814-5443-f111-bec7-7c1e52062b6f","QFU Assignment Exception Digest - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
"308f1814-5443-f111-bec7-7c1e52062b6f","QFU Alert Flow Health Monitor - Phase 6","1","2","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","c3e715ed-572a-f111-88b4-7ced8d067891","False","False","Owner/connection references should be reviewed before production."
