"membershipId","role","branchId","staffId","devOnly","hasEmail","hasSystemUser","action"
"3cfee124-d643-f111-bec7-7c1e52062b6f","Admin","071be77a-a533-f111-88b4-000d3a59294a","d268e64f-8242-f111-bec7-7c1e52062b6f","True","True","True","Dev fallback only"
