"qfu_branchcode","qfu_role","qfu_staffnumber","qfu_primaryemail","qfu_systemuser_email_or_domainname","qfu_isprimary","verifiedBy","verifiedOn","notes"
"","Manager|GM|Admin","","","","","","","Human-verified roster required. Do not use name-only matches."
