"active_staff_records_count","active_staff_alias_records_count","active_am_number_aliases_count","active_cssr_number_aliases_count","active_branch_membership_count","quote_groups_scanned","quote_groups_at_or_above_3000","work_items_would_be_created","work_items_would_be_updated","tsr_aliases_resolved","cssr_aliases_resolved","tsr_exceptions_remaining","cssr_exceptions_remaining","invalid_alias_exceptions_remaining","assignment_exceptions_would_be_created","assignment_exceptions_would_be_updated","alerts_sent","resolver_apply_mode_run","work_items_created","assignment_exceptions_created"
"19","39","16","23","39","521","109","109","0","58","68","51","41","92","92","0","0","FALSE","0","0"
